packaging,ever,quality,cable,display,product,happy,purchase,expect,best,amaze,awesome,shoe,bit,check,detail,fast,much,totally,fit,honest,comfortable,god,can,short,battery,charge,phone,believe,arrive,fine,hz,laptop,not,buy,delivery,use,wow,worth,perfectly,amazing,excellent,nicely,time,expensive,good,jog,life,oh,great,love,work,full
2.5649493574615367,2.5649493574615367,1.466337068793427,2.5649493574615367,2.5649493574615367,0.6190392084062235,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,1.8718021769015913,1.8718021769015913,1.8718021769015913,2.5649493574615367
